user_id;retweet_count;reply_count;like_count;quote_count;hot
add id;0;0;1;0;1
add id;0;0;1;0;1
add id;0;0;0;0;0
add id;0;0;0;0;0
add id;0;0;0;0;0
add id;0;0;1;0;1
